Age,BusinessTravel,Department,workmode,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,Laidoff
19,Travel_Frequently,Sales,Remote,1,3,Female,100,1,1,Single,No,4,2,1,Yes
36,Travel_Frequently,Development,Remote,2,4,Male,30,3,1,Single,No,3,2,13,No
30,Non-Travel,Development,Remote,3,3,Male,66,3,2,Divorced,No,3,2,12,No
45,Travel_Rarely,Sales,Remote,2,3,Female,30,3,2,Divorced,Yes,3,2,9,No
56,Travel_Rarely,Development,Remote,3,3,Female,67,3,1,Divorced,Yes,3,2,19,No
33,Travel_Rarely,Development,Remote,3,3,Male,90,3,1,Single,No,3,2,4,No
19,Travel_Rarely,Development,Remote,3,2,Male,47,2,1,Single,No,4,2,1,Yes
46,Travel_Rarely,Sales,Remote,2,2,Female,92,3,3,Divorced,No,2,2,24,No
38,Travel_Rarely,Development,Remote,2,3,Female,75,3,1,Single,No,3,2,2,No
34,Travel_Rarely,Development,Remote,2,4,Female,95,3,1,Single,No,3,2,9,No
41,Travel_Rarely,Sales,Remote,2,2,Female,70,3,1,Single,Yes,3,2,4,Yes
50,Travel_Rarely,Development,Remote,3,3,Male,86,2,1,Married,No,3,2,5,No
53,Travel_Rarely,Development,Remote,2,4,Female,57,4,2,Divorced,No,3,2,5,No
33,Travel_Rarely,Development,Remote,3,4,Female,72,3,1,Married,No,3,2,8,No
40,Travel_Rarely,Development,Remote,1,4,Female,46,3,5,Married,No,3,2,21,No
34,Travel_Frequently,Development,Remote,1,4,Male,45,2,2,Married,No,3,2,10,No
51,Travel_Rarely,Development,Remote,3,4,Female,98,3,4,Single,No,3,2,21,No
52,Travel_Rarely,Development,Remote,4,3,Male,65,2,5,Married,No,3,2,34,No
27,Travel_Rarely,Development,Remote,3,4,Female,99,3,1,Single,No,3,2,7,No
35,Travel_Rarely,Development,Remote,2,2,Male,50,2,2,Married,Yes,3,2,8,Yes
43,Non-Travel,Development,Remote,3,4,Male,37,4,1,Divorced,No,3,2,7,No
45,Non-Travel,Development,Remote,2,1,Male,65,2,4,Married,No,3,2,22,No
37,Travel_Rarely,Development,Remote,3,2,Male,65,4,1,Married,Yes,3,2,8,No
35,Travel_Frequently,Development,Remote,3,2,Female,37,3,2,Single,No,3,2,10,No
42,Non-Travel,Development,Remote,2,3,Female,36,3,2,Divorced,No,3,2,11,No
38,Travel_Rarely,Development,Remote,4,4,Male,88,3,2,Married,No,3,2,14,No
38,Travel_Rarely,Development,Remote,3,4,Male,54,3,2,Married,No,3,2,9,No
27,Travel_Frequently,Development,Remote,1,3,Male,60,2,2,Married,No,3,2,6,No
49,Non-Travel,Development,Remote,4,4,Male,92,3,2,Divorced,Yes,3,2,7,No
34,Travel_Frequently,Development,Remote,4,4,Male,43,3,1,Divorced,Yes,3,2,5,No
40,Travel_Rarely,Development,Remote,2,3,Male,99,3,2,Married,Yes,3,2,15,No
38,Travel_Rarely,Development,Remote,1,2,Male,70,3,2,Married,Yes,3,2,17,Yes
29,Travel_Rarely,Sales,Remote,3,2,Female,35,3,3,Married,No,2,2,10,Yes
22,Travel_Rarely,Development,Remote,3,4,Male,60,4,1,Divorced,Yes,3,2,4,No
36,Travel_Frequently,Development,Remote,1,2,Female,73,3,1,Single,No,3,2,8,No
40,Non-Travel,Development,Remote,5,4,Male,63,2,2,Married,No,3,2,5,No
32,Travel_Rarely,Sales,Remote,4,4,Male,32,1,3,Married,No,3,2,14,Yes
27,Travel_Frequently,Sales,Remote,3,4,Female,90,3,2,Single,No,3,2,7,No
51,Travel_Rarely,Data,Remote,4,2,Male,81,2,3,Married,No,3,2,16,No
41,Travel_Rarely,Sales,Remote,3,4,Female,75,3,3,Single,Yes,3,2,16,No
30,Travel_Frequently,Sales,Remote,4,3,Female,52,2,2,Single,No,3,2,9,Yes
29,Travel_Rarely,Development,Remote,3,3,Male,85,3,1,Single,No,3,2,7,Yes
45,Non-Travel,Sales,Remote,3,4,Female,57,2,3,Single,No,3,2,23,No
54,Travel_Rarely,Sales,Remote,3,4,Female,52,3,2,Married,No,3,2,16,No
36,Travel_Rarely,Development,Remote,2,4,Male,62,3,2,Single,No,3,2,16,No
37,Travel_Frequently,Development,Remote,3,2,Male,47,3,3,Divorced,Yes,3,2,10,No
31,Non-Travel,Development,Remote,4,3,Male,90,1,2,Married,No,3,2,6,No
37,Travel_Frequently,Sales,Remote,4,1,Male,41,3,1,Divorced,No,2,2,13,No
29,Travel_Frequently,Sales,Remote,1,2,Female,42,3,3,Married,No,2,2,11,No
35,Travel_Frequently,Sales,Remote,3,3,Female,92,3,3,Single,No,4,2,10,No
29,Travel_Rarely,Development,Remote,1,3,Male,86,2,1,Single,Yes,3,2,4,Yes
52,Travel_Rarely,Development,Remote,3,3,Female,89,2,1,Single,No,3,2,6,No
42,Travel_Rarely,Development,Remote,2,3,Male,58,3,5,Married,No,3,2,22,No
59,Travel_Rarely,Human Resources,Remote,2,2,Male,52,3,1,Married,No,2,2,7,No
50,Travel_Rarely,Sales,Remote,4,4,Female,68,3,5,Divorced,No,3,2,32,No
33,Travel_Rarely,Development,Remote,3,3,Male,58,3,1,Married,Yes,3,2,8,Yes
43,Travel_Rarely,Sales,Remote,3,4,Female,80,3,4,Married,Yes,4,2,22,No
33,Travel_Rarely,Development,Remote,2,1,Female,39,3,1,Married,No,3,2,13,Yes
52,Non-Travel,Sales,Remote,4,1,Male,79,2,5,Single,Yes,2,2,33,No
32,Travel_Rarely,Development,Remote,3,4,Male,62,2,1,Single,Yes,3,2,4,Yes
39,Travel_Rarely,Data,Remote,4,3,Female,96,3,1,Divorced,No,3,2,7,No
32,Non-Travel,Sales,Remote,4,3,Male,100,3,2,Married,No,3,2,4,No
41,Travel_Rarely,Data,Remote,2,3,Male,36,3,2,Divorced,No,3,2,17,No
31,Travel_Frequently,Development,Remote,4,2,Male,73,3,3,Divorced,No,2,2,9,No
33,Travel_Rarely,Development,Remote,4,3,Female,63,2,1,Married,No,3,2,2,No
34,Travel_Rarely,Development,Remote,4,4,Male,84,2,2,Married,No,3,2,13,No
37,Travel_Rarely,Development,Remote,2,3,Female,83,2,1,Married,No,3,2,17,No
45,Travel_Frequently,Development,Remote,4,1,Male,77,4,2,Married,No,4,2,9,No
37,Travel_Frequently,Development,Remote,3,1,Male,61,3,3,Divorced,No,3,2,17,Yes
39,Travel_Frequently,Development,Remote,4,3,Female,64,3,3,Single,No,4,2,20,No
42,Travel_Rarely,Development,Remote,2,4,Female,82,4,2,Single,Yes,3,2,10,No
29,Travel_Rarely,Sales,Remote,2,4,Male,45,3,2,Divorced,No,3,2,10,No
25,Travel_Rarely,Development,Remote,3,1,Female,62,3,2,Married,No,3,2,5,No
42,Travel_Rarely,Development,Remote,3,4,Female,56,2,1,Divorced,Yes,3,2,10,No
40,Travel_Rarely,Data,Remote,2,1,Male,49,3,5,Divorced,No,2,2,22,No
51,Travel_Rarely,Development,Remote,3,3,Male,96,3,1,Married,No,3,2,1,No
32,Travel_Frequently,Development,Remote,3,2,Male,100,4,1,Married,No,3,2,5,No
38,Non-Travel,Sales,Remote,2,4,Male,39,2,2,Married,No,3,2,13,No
32,Travel_Rarely,Development,Remote,1,4,Male,84,2,2,Single,No,3,2,9,No
46,Travel_Rarely,Sales,Remote,3,3,Female,75,1,4,Married,Yes,3,2,28,No
28,Travel_Rarely,Development,Remote,4,1,Male,79,3,1,Single,No,3,2,5,Yes
29,Travel_Rarely,Sales,Remote,3,1,Male,78,2,2,Married,No,3,2,10,No
31,Travel_Rarely,Data,Remote,3,2,Male,64,2,2,Married,No,4,2,10,No
25,Non-Travel,Development,Remote,2,2,Male,85,4,2,Divorced,No,3,2,6,No
45,Travel_Rarely,Development,Remote,2,3,Male,79,3,4,Married,Yes,3,2,21,No
55,Travel_Rarely,Development,Remote,3,4,Male,81,3,5,Single,Yes,3,2,37,No
28,Travel_Rarely,Development,Remote,3,4,Male,94,3,1,Married,No,4,2,5,No
37,Travel_Rarely,Sales,Remote,4,3,Male,98,3,2,Married,No,4,2,7,No
21,Travel_Rarely,Development,Remote,2,4,Male,100,2,1,Single,No,4,2,3,No
37,Non-Travel,Development,Remote,4,1,Female,80,3,3,Divorced,Yes,3,2,15,No
35,Travel_Rarely,Development,Remote,3,2,Female,71,4,3,Divorced,No,3,2,10,No
38,Travel_Rarely,Sales,Remote,2,1,Female,44,4,2,Divorced,Yes,4,2,8,No
26,Travel_Frequently,Data,Remote,3,3,Female,84,3,2,Divorced,No,3,2,6,No
50,Travel_Rarely,Development,Remote,1,1,Male,96,3,5,Divorced,No,2,2,28,No
53,Travel_Rarely,Development,Remote,4,3,Male,45,3,4,Married,Yes,3,2,21,No
42,Travel_Rarely,Sales,Remote,1,2,Male,99,3,2,Married,No,2,2,20,No
26,Travel_Frequently,Development,Remote,2,1,Male,60,3,2,Married,Yes,3,2,5,No
37,Travel_Rarely,Development,Remote,3,4,Female,42,3,1,Single,No,3,2,17,No
44,Travel_Frequently,Development,Remote,3,4,Male,43,3,1,Divorced,Yes,3,2,19,Yes
38,Travel_Rarely,Development,Remote,4,4,Male,82,3,2,Divorced,No,3,2,10,No
26,Travel_Rarely,Data,Remote,4,1,Male,45,3,1,Divorced,Yes,3,2,5,Yes
28,Travel_Rarely,Development,Remote,2,4,Female,66,3,1,Single,No,4,2,5,No
49,Travel_Frequently,Development,Remote,4,3,Female,35,3,5,Single,Yes,3,2,22,No
31,Travel_Frequently,Sales,Remote,3,4,Female,84,3,1,Divorced,No,3,2,2,No
26,Travel_Rarely,Sales,Remote,4,4,Male,48,2,2,Single,Yes,3,2,8,Yes
37,Travel_Frequently,Development,Remote,3,2,Male,53,3,1,Married,Yes,2,2,4,No
42,Travel_Frequently,Sales,Remote,3,3,Female,77,3,4,Married,No,3,2,23,No
18,Travel_Rarely,Development,Remote,3,3,Male,54,3,1,Single,No,3,2,0,Yes
35,Travel_Rarely,Sales,Remote,3,3,Male,96,3,3,Married,No,3,2,12,No
36,Travel_Frequently,Development,Remote,4,3,Male,81,4,1,Married,No,3,2,4,No
51,Travel_Rarely,Development,Remote,3,4,Male,84,1,2,Divorced,No,3,2,13,No
41,Travel_Rarely,Sales,Remote,4,4,Male,88,3,4,Single,No,3,2,22,No
18,Travel_Rarely,Sales,Remote,3,4,Female,69,2,1,Single,No,3,2,0,No
28,Travel_Rarely,Data,Remote,2,2,Male,68,4,2,Single,No,3,2,9,No
39,Travel_Rarely,Development,Remote,3,3,Male,48,4,3,Divorced,No,3,2,19,No
36,Non-Travel,Development,Remote,4,2,Female,47,3,2,Married,No,3,2,11,No
32,Travel_Rarely,Sales,Remote,3,4,Male,91,2,2,Married,No,3,2,13,No
38,Travel_Rarely,Development,Remote,2,1,Female,81,2,3,Married,No,3,2,19,No
31,Travel_Rarely,Development,Remote,4,3,Male,86,3,1,Married,Yes,3,2,6,No
31,Travel_Rarely,Human Resources,Remote,3,1,Male,62,2,2,Married,No,2,2,9,No
45,Travel_Frequently,Development,Remote,3,1,Male,97,3,3,Divorced,No,3,2,24,No
31,Travel_Rarely,Development,Remote,4,3,Male,32,3,1,Divorced,Yes,3,2,3,No
33,Travel_Frequently,Development,Remote,4,4,Female,74,3,3,Married,No,3,2,12,No
39,Travel_Rarely,Development,Remote,1,3,Male,99,3,4,Married,Yes,3,2,21,No
43,Travel_Frequently,Development,Remote,4,3,Female,33,3,1,Single,No,3,2,9,No
49,Travel_Rarely,Development,Remote,2,3,Female,90,2,4,Single,Yes,3,2,25,No
27,Travel_Rarely,Development,Remote,3,3,Female,85,3,1,Single,Yes,3,2,4,No
32,Travel_Rarely,Sales,Remote,2,3,Female,65,2,2,Married,Yes,3,2,13,No
27,Travel_Rarely,Sales,Remote,3,4,Male,74,3,2,Single,Yes,3,2,5,No
31,Travel_Rarely,Sales,Remote,3,4,Male,73,3,2,Divorced,No,3,2,13,No
32,Travel_Rarely,Development,Remote,4,1,Female,74,4,2,Single,No,3,2,10,No
30,Travel_Rarely,Development,Remote,2,4,Female,64,3,2,Married,No,3,2,11,No
39,Travel_Frequently,Development,Remote,2,3,Male,54,2,5,Married,No,3,2,21,No
39,Travel_Rarely,Sales,Remote,2,4,Female,41,3,2,Married,Yes,3,2,12,Yes
33,Travel_Frequently,Sales,Remote,3,2,Male,46,2,2,Single,No,4,2,9,No
47,Travel_Rarely,Data,Remote,5,4,Male,42,3,5,Married,No,3,2,21,No
27,Non-Travel,Sales,Remote,1,3,Male,73,3,2,Married,Yes,3,2,6,No
43,Travel_Rarely,Development,Remote,3,3,Female,43,3,3,Married,No,3,2,10,No
45,Travel_Rarely,Development,Remote,4,4,Male,75,3,2,Married,No,3,2,12,No
40,Travel_Rarely,Sales,Remote,2,2,Male,57,1,2,Married,Yes,3,2,6,No
29,Travel_Rarely,Development,Remote,4,2,Male,77,1,1,Married,Yes,3,2,7,Yes
30,Travel_Rarely,Sales,Remote,3,4,Female,30,2,2,Divorced,No,3,2,10,No
27,Travel_Rarely,Sales,Remote,4,2,Female,56,3,2,Married,No,3,2,8,No
37,Travel_Rarely,Development,Remote,2,4,Male,61,3,2,Divorced,No,3,2,8,No
38,Travel_Rarely,Development,Remote,2,3,Male,92,2,3,Divorced,Yes,3,2,12,No
31,Travel_Rarely,Development,Remote,4,3,Female,39,3,3,Single,Yes,3,2,11,No
29,Travel_Rarely,Sales,Remote,1,4,Female,39,2,2,Divorced,Yes,3,2,7,No
35,Travel_Rarely,Development,Remote,4,3,Male,62,3,3,Single,No,3,2,17,No
41,Travel_Rarely,Development,Remote,3,4,Male,95,2,2,Single,Yes,3,2,8,No
47,Travel_Frequently,Sales,Remote,1,2,Male,99,3,2,Single,No,3,2,5,No
42,Travel_Rarely,Development,Remote,5,1,Female,44,3,4,Single,No,3,2,16,No
29,Non-Travel,Sales,Remote,3,4,Male,61,3,2,Married,No,3,2,4,No
42,Travel_Rarely,Human Resources,Remote,1,3,Male,52,3,1,Divorced,Yes,3,2,4,No
37,Travel_Rarely,Development,Remote,3,3,Male,51,4,2,Divorced,Yes,3,2,13,No
26,Travel_Rarely,Sales,Remote,3,3,Male,57,3,2,Married,No,3,2,8,No
21,Travel_Frequently,Sales,Remote,1,1,Female,99,2,1,Single,Yes,2,2,3,Yes
36,Non-Travel,Sales,Remote,5,4,Female,45,3,2,Single,No,3,2,7,No
36,Travel_Frequently,Sales,Remote,4,1,Male,48,2,3,Married,No,2,2,16,No
57,Travel_Rarely,Development,Remote,4,4,Male,88,3,2,Married,No,3,2,15,No
40,Travel_Rarely,Development,Remote,4,4,Female,46,4,1,Married,Yes,3,2,10,No
21,Non-Travel,Sales,Remote,2,1,Male,39,3,1,Single,No,2,2,3,No
41,Travel_Frequently,Sales,Remote,3,1,Male,56,3,2,Single,No,2,2,8,Yes
40,Travel_Rarely,Sales,Remote,2,3,Male,68,2,2,Married,Yes,3,2,8,Yes
31,Travel_Rarely,Development,Remote,4,3,Male,42,2,1,Single,Yes,3,2,3,No
21,Travel_Rarely,Sales,Remote,3,3,Female,90,4,1,Single,No,3,2,1,Yes
29,Travel_Rarely,Development,Remote,3,4,Male,54,3,1,Single,No,3,2,6,No
35,Travel_Rarely,Development,Remote,4,3,Male,97,2,2,Single,No,3,2,10,No
27,Travel_Rarely,Data,Remote,2,4,Male,82,3,1,Divorced,No,3,2,5,No
28,Travel_Rarely,Sales,Remote,4,2,Male,92,3,2,Single,No,3,2,7,No
49,Travel_Rarely,Development,Remote,3,2,Male,31,2,3,Single,No,3,2,26,No
51,Travel_Rarely,Sales,Remote,2,3,Female,87,3,2,Married,No,3,2,18,No
36,Travel_Rarely,Development,Remote,3,4,Female,96,3,1,Married,No,3,2,6,No
34,Non-Travel,Sales,Remote,3,1,Male,67,4,2,Single,Yes,3,2,9,Yes
55,Travel_Rarely,Development,Remote,3,3,Female,97,3,4,Single,Yes,3,2,30,No
30,Travel_Rarely,Sales,Remote,1,3,Male,72,3,1,Married,No,3,2,1,No
26,Travel_Frequently,Development,Remote,1,3,Male,73,3,1,Single,No,4,2,7,Yes
22,Travel_Rarely,Development,Remote,3,1,Female,43,3,1,Married,No,3,2,2,No
36,Travel_Rarely,Sales,Remote,2,2,Male,61,2,3,Married,No,2,2,10,No
30,Travel_Frequently,Development,Remote,3,3,Male,40,3,1,Single,Yes,4,2,3,Yes
37,Travel_Rarely,Development,Remote,3,4,Female,95,3,1,Divorced,No,3,2,18,No
40,Travel_Rarely,Sales,Remote,2,4,Female,46,3,2,Divorced,No,3,2,8,No
37,Travel_Rarely,Development,Remote,4,3,Male,49,3,2,Single,Yes,3,2,18,No
43,Travel_Rarely,Development,Remote,3,1,Male,59,2,4,Divorced,No,2,2,25,No
40,Travel_Rarely,Development,Remote,3,2,Female,78,2,2,Married,No,4,2,20,No
54,Travel_Rarely,Development,Remote,2,1,Male,86,3,5,Married,No,3,2,24,No
31,Travel_Rarely,Development,Remote,2,2,Female,31,3,2,Married,No,3,2,13,No
43,Travel_Frequently,Development,Remote,3,4,Male,61,3,1,Married,No,4,2,8,No
25,Travel_Rarely,Sales,Remote,2,2,Female,99,2,2,Single,Yes,2,2,5,No
37,Non-Travel,Development,Remote,5,2,Female,72,3,2,Married,Yes,3,2,15,No
31,Travel_Rarely,Development,Remote,2,4,Male,98,2,1,Married,No,3,2,4,No
39,Travel_Frequently,Development,Remote,1,2,Male,52,3,5,Divorced,Yes,2,2,21,No
30,Travel_Rarely,Sales,Remote,3,2,Female,83,3,2,Single,No,2,2,6,No
41,Travel_Rarely,Sales,Remote,3,2,Male,49,4,3,Married,No,3,2,10,No
28,Travel_Rarely,Development,Remote,2,3,Male,79,3,2,Divorced,No,3,2,10,No
25,Travel_Rarely,Development,Remote,3,1,Male,91,3,1,Married,No,3,2,6,Yes
52,Travel_Rarely,Development,Remote,3,4,Male,39,2,3,Married,Yes,3,2,28,No
45,Travel_Rarely,Development,Remote,2,1,Male,69,3,1,Married,No,3,2,8,No
52,Travel_Rarely,Data,Remote,2,4,Female,30,3,4,Married,No,3,2,31,No
42,Travel_Frequently,Development,Remote,2,1,Female,92,3,2,Divorced,No,3,2,19,No
30,Travel_Rarely,Development,Remote,3,3,Female,43,1,2,Single,No,4,2,11,No
60,Travel_Rarely,Development,Remote,3,1,Female,41,3,5,Married,No,3,2,33,No
46,Travel_Rarely,Data,Remote,3,3,Female,87,3,2,Divorced,No,3,2,19,No
24,Travel_Rarely,Sales,Remote,1,1,Female,62,3,1,Single,Yes,3,2,6,Yes
34,Travel_Frequently,Sales,Remote,2,4,Female,33,1,1,Divorced,No,3,2,3,Yes
38,Travel_Frequently,Data,Remote,2,4,Male,42,3,1,Married,Yes,4,2,1,No
40,Travel_Rarely,Sales,Remote,4,3,Female,79,3,5,Married,No,3,2,21,No
26,Travel_Rarely,Development,Remote,3,1,Female,90,3,1,Divorced,No,3,2,3,No
30,Non-Travel,Development,Remote,3,3,Male,53,3,1,Married,No,3,2,9,No
29,Travel_Rarely,Development,Remote,4,2,Male,93,2,3,Married,No,3,2,10,No
29,Travel_Rarely,Development,Remote,5,3,Female,71,2,1,Married,No,3,2,6,Yes
19,Travel_Rarely,Human Resources,Remote,2,1,Male,52,2,1,Single,No,3,2,1,Yes
30,Non-Travel,Sales,Remote,4,3,Female,69,3,3,Married,No,3,2,10,No
57,Travel_Rarely,Sales,Remote,3,1,Male,56,2,4,Divorced,No,3,2,32,No
50,Travel_Rarely,Development,Remote,4,2,Male,88,2,4,Married,No,3,2,28,No
47,Travel_Rarely,Development,Remote,2,1,Female,65,3,2,Divorced,No,3,2,20,No
46,Travel_Rarely,Development,Remote,3,1,Male,51,3,4,Married,No,3,2,26,No
35,Travel_Rarely,Development,Remote,3,4,Male,46,1,1,Single,No,3,2,6,No
54,Travel_Rarely,Development,Remote,4,3,Female,42,3,2,Single,No,3,2,19,No
34,Travel_Rarely,Development,Remote,4,4,Male,62,2,1,Divorced,No,3,2,14,No
46,Travel_Rarely,Sales,Remote,3,3,Female,94,2,3,Married,Yes,3,2,15,No
31,Travel_Rarely,Development,Remote,1,3,Male,33,3,3,Divorced,No,3,2,13,No
33,Travel_Rarely,Development,Remote,1,2,Male,56,3,3,Married,Yes,2,2,15,Yes
33,Travel_Rarely,Development,Remote,1,1,Male,38,1,1,Divorced,No,3,2,8,Yes
30,Travel_Rarely,Sales,Remote,1,4,Male,57,3,1,Single,No,3,2,4,No
35,Travel_Rarely,Development,Remote,3,4,Male,72,3,3,Married,Yes,3,2,10,No
31,Travel_Frequently,Development,Remote,3,1,Male,66,3,3,Married,No,3,2,12,Yes
34,Travel_Frequently,Human Resources,Remote,3,2,Female,43,3,3,Divorced,Yes,3,2,11,Yes
42,Travel_Frequently,Data,Remote,2,2,Male,97,3,1,Married,No,3,2,8,No
36,Non-Travel,Sales,Remote,4,2,Male,32,3,3,Single,No,2,2,10,No
22,Travel_Frequently,Development,Remote,1,3,Male,99,2,1,Single,No,3,2,4,Yes
48,Travel_Rarely,Sales,Remote,5,2,Female,37,3,2,Married,No,2,2,14,No
55,Travel_Rarely,Sales,Remote,5,1,Female,83,3,4,Single,No,2,2,37,No
41,Non-Travel,Sales,Remote,2,4,Male,56,3,2,Single,No,3,2,16,No
35,Travel_Rarely,Sales,Remote,3,2,Male,85,3,2,Married,No,2,2,15,No
39,Travel_Frequently,Development,Remote,1,3,Female,48,3,1,Married,No,3,2,8,No
31,Travel_Rarely,Sales,Remote,1,2,Male,77,3,2,Single,Yes,3,2,10,No
42,Travel_Rarely,Development,Remote,3,4,Male,56,3,3,Married,Yes,4,2,10,No
45,Travel_Rarely,Sales,Remote,3,4,Male,61,3,2,Married,No,3,2,9,No
33,Travel_Rarely,Development,Remote,5,1,Female,95,4,4,Divorced,No,3,2,10,No
31,Travel_Rarely,Sales,Remote,3,3,Male,44,2,3,Divorced,No,4,2,10,No
18,Travel_Frequently,Sales,Remote,3,2,Male,69,3,1,Single,Yes,3,2,0,Yes
40,Non-Travel,Sales,Remote,3,3,Male,58,1,3,Divorced,No,3,2,20,No
41,Non-Travel,Development,Remote,4,1,Female,62,2,2,Single,Yes,3,2,10,No
35,Travel_Rarely,Sales,Remote,3,1,Female,80,3,2,Single,No,3,2,5,No
34,Travel_Rarely,Sales,Remote,4,4,Male,74,4,2,Single,No,3,2,10,No
26,Travel_Rarely,Development,Remote,3,3,Male,66,1,1,Single,Yes,3,2,1,Yes
37,Travel_Rarely,Development,Remote,3,2,Female,59,3,3,Single,No,4,2,12,No
46,Travel_Frequently,Development,Remote,1,1,Female,86,3,3,Married,No,2,2,28,No
41,Travel_Rarely,Sales,Remote,5,2,Female,91,3,4,Married,No,2,2,22,No
52,Travel_Rarely,Development,Remote,2,4,Male,78,3,2,Divorced,Yes,3,2,18,No
38,Travel_Rarely,Data,Remote,3,3,Female,76,3,2,Married,No,3,2,18,No
37,Travel_Rarely,Development,Remote,4,2,Female,65,3,2,Married,No,3,2,8,No
49,Travel_Rarely,Development,Remote,4,4,Male,58,2,5,Divorced,Yes,3,2,31,No
24,Travel_Rarely,Development,Remote,3,2,Male,89,4,1,Married,Yes,3,2,6,No
26,Travel_Rarely,Sales,Remote,2,1,Male,66,3,2,Married,No,3,2,6,No
24,Travel_Rarely,Development,Remote,2,4,Male,94,2,1,Married,No,4,2,1,No
50,Travel_Frequently,Human Resources,Remote,3,1,Male,99,3,5,Married,No,2,2,32,No
25,Travel_Rarely,Sales,Remote,1,2,Male,40,3,1,Married,No,3,2,7,No
24,Travel_Frequently,Development,Remote,3,1,Female,55,3,1,Married,Yes,2,2,6,Yes
34,Travel_Rarely,Development,Remote,2,2,Male,83,2,1,Married,Yes,3,2,6,No
31,Travel_Rarely,Sales,Remote,4,2,Male,46,3,2,Divorced,No,3,2,9,Yes
31,Travel_Rarely,Sales,Remote,4,1,Male,66,4,2,Divorced,No,2,2,13,No
27,Travel_Rarely,Development,Remote,4,1,Female,66,2,1,Divorced,No,3,2,6,No
37,Travel_Rarely,Sales,Remote,3,4,Male,75,3,2,Married,Yes,3,2,17,No
42,Travel_Rarely,Development,Remote,4,3,Female,81,3,2,Married,No,3,2,10,No
43,Travel_Rarely,Development,Remote,4,2,Male,50,2,4,Divorced,Yes,3,2,21,No
38,Travel_Rarely,Development,Remote,1,3,Female,43,3,1,Single,No,3,2,8,No
43,Travel_Frequently,Development,Remote,5,4,Male,72,3,2,Divorced,Yes,3,2,10,No
48,Travel_Rarely,Development,Remote,4,4,Female,40,2,4,Married,No,3,2,21,No
44,Travel_Rarely,Human Resources,Remote,4,1,Female,50,2,2,Single,No,3,2,10,No
34,Travel_Rarely,Sales,Remote,3,3,Female,31,3,1,Divorced,Yes,3,2,8,No
27,Travel_Rarely,Sales,Remote,1,3,Male,85,3,1,Divorced,No,3,2,5,Yes
21,Travel_Rarely,Sales,Remote,1,3,Male,49,3,1,Single,No,3,2,3,No
44,Travel_Rarely,Development,Remote,4,4,Male,35,3,5,Married,Yes,3,2,26,No
22,Travel_Rarely,Development,Remote,1,1,Male,69,3,1,Married,No,3,2,3,No
32,Travel_Rarely,Development,Remote,4,1,Female,92,3,2,Married,Yes,3,2,6,No
30,Travel_Frequently,Development,Remote,3,3,Female,71,3,1,Divorced,No,4,2,1,No
34,Travel_Rarely,Development,Remote,5,2,Male,42,3,1,Married,No,3,2,10,No
26,Travel_Rarely,Development,Remote,3,3,Female,71,3,1,Married,Yes,3,2,3,No
37,Travel_Rarely,Development,Remote,3,3,Male,36,3,3,Married,No,3,2,10,No
29,Travel_Rarely,Sales,Remote,2,2,Female,62,3,2,Married,No,3,2,6,No
35,Travel_Rarely,Development,Remote,4,2,Male,82,1,2,Single,No,3,2,17,No
54,Travel_Rarely,Human Resources,Remote,4,3,Male,88,3,3,Married,No,3,2,16,No
36,Travel_Rarely,Development,Remote,2,2,Male,48,2,2,Divorced,Yes,3,2,13,No
20,Travel_Rarely,Development,Remote,1,4,Male,32,3,1,Single,Yes,3,2,1,Yes
33,Travel_Frequently,Development,Remote,3,1,Male,70,3,1,Single,Yes,3,2,10,Yes
23,Travel_Rarely,Development,Remote,3,1,Male,58,4,1,Married,No,4,2,5,No
25,Travel_Rarely,Sales,Remote,3,4,Male,57,4,2,Married,No,4,2,4,No
38,Travel_Rarely,Sales,Remote,4,4,Female,46,2,2,Single,No,4,2,8,No
29,Travel_Frequently,Development,Remote,4,2,Male,76,1,1,Divorced,No,3,2,10,No
48,Travel_Rarely,Sales,Remote,1,2,Male,56,4,2,Married,No,3,2,12,No
27,Travel_Frequently,Sales,Remote,1,4,Female,71,4,2,Divorced,Yes,4,2,6,No
37,Travel_Rarely,Development,Remote,2,4,Male,80,4,1,Single,No,3,2,4,No
50,Travel_Rarely,Development,Remote,1,4,Male,74,4,1,Married,Yes,3,2,20,No
34,Travel_Rarely,Data,Remote,3,4,Female,46,2,3,Single,No,3,2,9,No
24,Travel_Rarely,Sales,Remote,2,1,Female,65,3,2,Single,No,2,2,4,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Divorced,No,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Married,Yes,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Single,No,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Divorced,No,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Single,Yes,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Divorced,No,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Married,No,3,2,10,Yes
32,Non-Travel,Data,Remote,3,3,Male,58,1,4,Single,No,3,2,10,Yes
